Region,Atmospheric Conditions,Fatalities in crash,Roadway,Roadway Area,Roadway Type,Road Type - Category,Age,Alcohol Results,Driver Over Federal Limit?,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.month
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,15,0,No,Bicyclist,No,Unknown,Male,Fatal Injury (K),1
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,18,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,33,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,86,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
South,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,83,0,No,Passenger of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),1
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,46,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,57,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
West,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,47,0.29,No,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),1
West,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,56,Unknown,Unknown,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),1
West,Clear,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,33,0,No,Pedestrian,No,White,Female,Fatal Injury (K),1
West,Clear,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,44,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
West,Clear,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,64,0.12,Yes,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,19,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),1
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,37,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
West,Rain,1,Rural-Major Collector,Rural,Major Collector,Unknown,79,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
Midwest,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,45,0,No,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),1
Midwest,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,32,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),1
Midwest,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,60,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
Midwest,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,56,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,59,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,61,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,18,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,32,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,20,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,24,0.15,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,22,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,24,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,41,0,No,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),1
Northeast,Unknown,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,26,0.13,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),1
Northeast,Unknown,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,34,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
Midwest,Snow,1,Rural-Major Collector,Rural,Major Collector,Unknown,29,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
Midwest,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,27,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Possible Injury (C),1
Midwest,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,84,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,70,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
West,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,74,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,61,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,52,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),1
West,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,66,0,No,Pedestrian,Unknown,White,Female,Fatal Injury (K),1
West,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,49,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
Northeast,Snow,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,50,0,No,Bicyclist,Unknown,White,Male,Fatal Injury (K),1
Northeast,Snow,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,22,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,29,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,69,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
Midwest,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,30,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Northeast,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,38,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
South,Cloudy,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,28,0.13,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Northeast,Snow,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,2,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
West,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,3,Unknown,Unknown,Pedestrian,Unknown,White,Female,Fatal Injury (K),1
Northeast,Snow,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,4,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,82,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,11,Unknown,Unknown,Pedestrian,No,Unknown,Male,Incapacitating Injury (A),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,66,0,No,Pedestrian,Unknown,Black,Female,Fatal Injury (K),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,82,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,45,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,70,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,22,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,27,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,35,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,43,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
West,Clear,2,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,38,0.15,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
South,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,20,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,31,0.1,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,27,0,No,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,50,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,19,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,49,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),1
South,Cloudy,1,Rural-Unknown Rural,Rural,Unknown Rural,Unknown,63,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,21,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),1
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,38,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Cloudy,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,48,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,35,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),1
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,36,0.08,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Filipino,Male,Fatal Injury (K),1
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,23,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),1
Midwest,Snow,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,65,0.35,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),1
Midwest,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,38,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
Midwest,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,22,0.17,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,35,0,No,Pedestrian,Unknown,White,Female,Fatal Injury (K),1
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,22,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,7,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,40,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),1
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,38,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),1
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,66,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,80,0.14,Yes,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),1
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,51,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Midwest,Snow,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,40,0.07,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
Midwest,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,56,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,19,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,20,0.2,Yes,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),1
Midwest,Cloudy,1,Urban-Collector,Urban,Collector,Unknown,18,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Northeast,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,57,0.41,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),1
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,21,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),1
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,55,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),1
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,60,0.1,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,45,0,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,40,0.04,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
Northeast,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,44,0.13,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
Northeast,Cloudy,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,37,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),1
Northeast,Cloudy,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,78,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Fatal Injury (K),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,18,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,39,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),1
Midwest,Snow,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,16,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
Midwest,Snow,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,54,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
Midwest,Cloudy,1,Rural-Major Collector,Rural,Major Collector,Unknown,65,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Incapacitating Injury (A),1
Midwest,Cloudy,1,Rural-Major Collector,Rural,Major Collector,Unknown,69,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Midwest,Cloudy,1,Rural-Major Collector,Rural,Major Collector,Unknown,73,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Incapacitating Injury (A),1
Midwest,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,27,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),1
West,Cloudy,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,34,0.37,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
West,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,21,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
West,Cloudy,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,65,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),1
West,Unknown,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,31,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),1
West,Unknown,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,75,0,No,Pedestrian,Unknown,White,Male,Fatal Injury (K),1
Northeast,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,26,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
Northeast,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,48,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),1
Northeast,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,32,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),1
Northeast,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,30,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),1
Northeast,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,56,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),1
Northeast,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,92,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Fatal Injury (K),1
Northeast,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,43,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
Northeast,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,48,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Fatal Injury (K),1
Northeast,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,50,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
Northeast,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,82,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,53,Unknown,Unknown,Pedestrian,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,43,0.27,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,34,0.16,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,59,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,43,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,37,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Incapacitating Injury (A),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,12,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,21,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,22,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
Midwest,Cloudy,2,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,5,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
Northeast,Snow,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,0,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),1
South,Clear,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,23,0.1,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,32,0.02,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,44,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,64,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),1
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,67,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Cloudy,1,Urban-Collector,Urban,Collector,Unknown,53,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),1
South,Clear,2,Urban-Collector,Urban,Collector,Unknown,56,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
South,Clear,2,Urban-Collector,Urban,Collector,Unknown,71,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),1
South,Clear,2,Urban-Collector,Urban,Collector,Unknown,73,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),1
South,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,58,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,39,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),1
West,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,33,0,No,Persons In/On Buildings,Unknown,Unknown,Male,Fatal Injury (K),1
West,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,34,0.17,Yes,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,36,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,50,0.2,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Black,Female,Fatal Injury (K),1
South,Clear,2,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,69,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),1
West,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,47,0.23,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,44,0.17,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),1
South,Clear,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,23,0.19,No,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),1
South,Clear,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,26,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),1
